key,id,i0,i1,valueType,field
"INPUT_PROCESS_GROUP_MUTE_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-5/Groups/Group-7/Mute/Value",5,7,10,"stringValue"
"INPUT_PROCESS_GROUP_MUTE_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-6/Groups/Group-0/Mute/Value",6,0,10,"stringValue"
"INPUT_PROCESS_GROUP_MUTE_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-6/Groups/Group-1/Mute/Value",6,1,10,"stringValue"
"INPUT_PROCESS_GROUP_MUTE_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-6/Groups/Group-2/Mute/Value",6,2,10,"stringValue"
"INPUT_PROCESS_GROUP_MUTE_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-6/Groups/Group-3/Mute/Value",6,3,10,"stringValue"
"INPUT_PROCESS_GROUP_MUTE_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-6/Groups/Group-4/Mute/Value",6,4,10,"stringValue"
"INPUT_PROCESS_GROUP_MUTE_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-6/Groups/Group-5/Mute/Value",6,5,10,"stringValue"
"INPUT_PROCESS_GROUP_MUTE_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-6/Groups/Group-6/Mute/Value",6,6,10,"stringValue"
"INPUT_PROCESS_GROUP_MUTE_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-6/Groups/Group-7/Mute/Value",6,7,10,"stringValue"
"INPUT_PROCESS_GROUP_MUTE_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-7/Groups/Group-0/Mute/Value",7,0,10,"stringValue"
"INPUT_PROCESS_GROUP_MUTE_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-7/Groups/Group-1/Mute/Value",7,1,10,"stringValue"
"INPUT_PROCESS_GROUP_MUTE_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-7/Groups/Group-2/Mute/Value",7,2,10,"stringValue"
"INPUT_PROCESS_GROUP_MUTE_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-7/Groups/Group-3/Mute/Value",7,3,10,"stringValue"
"INPUT_PROCESS_GROUP_MUTE_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-7/Groups/Group-4/Mute/Value",7,4,10,"stringValue"
"INPUT_PROCESS_GROUP_MUTE_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-7/Groups/Group-5/Mute/Value",7,5,10,"stringValue"
"INPUT_PROCESS_GROUP_MUTE_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-7/Groups/Group-6/Mute/Value",7,6,10,"stringValue"
"INPUT_PROCESS_GROUP_MUTE_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-7/Groups/Group-7/Mute/Value",7,7,10,"stringValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-0/Groups/Group-0/Gain/Value",0,0,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-0/Groups/Group-1/Gain/Value",0,1,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-0/Groups/Group-2/Gain/Value",0,2,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-0/Groups/Group-3/Gain/Value",0,3,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-0/Groups/Group-4/Gain/Value",0,4,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-0/Groups/Group-5/Gain/Value",0,5,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-0/Groups/Group-6/Gain/Value",0,6,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-0/Groups/Group-7/Gain/Value",0,7,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-1/Groups/Group-0/Gain/Value",1,0,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-1/Groups/Group-1/Gain/Value",1,1,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-1/Groups/Group-2/Gain/Value",1,2,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-1/Groups/Group-3/Gain/Value",1,3,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-1/Groups/Group-4/Gain/Value",1,4,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-1/Groups/Group-5/Gain/Value",1,5,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-1/Groups/Group-6/Gain/Value",1,6,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-1/Groups/Group-7/Gain/Value",1,7,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-2/Groups/Group-0/Gain/Value",2,0,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-2/Groups/Group-1/Gain/Value",2,1,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-2/Groups/Group-2/Gain/Value",2,2,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-2/Groups/Group-3/Gain/Value",2,3,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-2/Groups/Group-4/Gain/Value",2,4,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-2/Groups/Group-5/Gain/Value",2,5,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-2/Groups/Group-6/Gain/Value",2,6,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-2/Groups/Group-7/Gain/Value",2,7,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-3/Groups/Group-0/Gain/Value",3,0,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-3/Groups/Group-1/Gain/Value",3,1,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-3/Groups/Group-2/Gain/Value",3,2,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-3/Groups/Group-3/Gain/Value",3,3,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-3/Groups/Group-4/Gain/Value",3,4,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-3/Groups/Group-5/Gain/Value",3,5,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-3/Groups/Group-6/Gain/Value",3,6,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-3/Groups/Group-7/Gain/Value",3,7,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-4/Groups/Group-1/Gain/Value",4,1,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-4/Groups/Group-2/Gain/Value",4,2,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-4/Groups/Group-4/Gain/Value",4,4,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-4/Groups/Group-6/Gain/Value",4,6,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-5/Groups/Group-0/Gain/Value",5,0,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-5/Groups/Group-2/Gain/Value",5,2,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-5/Groups/Group-3/Gain/Value",5,3,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-5/Groups/Group-4/Gain/Value",5,4,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-5/Groups/Group-6/Gain/Value",5,6,20,"floatValue"
"INPUT_PROCESS_GROUP_GAIN_VALUE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-6/Groups/Group-4/Gain/Value",6,4,20,"floatValue"
"INPUT_PROCESS_GROUP_DELAY_ENABLE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-5/Groups/Group-5/InDelay/Enable",5,5,10,"stringValue"
"INPUT_PROCESS_GROUP_DELAY_ENABLE","/Device/Audio/Presets/Live/Extra/InputProcess/Channels/Channel-7/Groups/Group-0/InDelay/Enable",7,0,10,"stringValue"
"INPUT_SOURCE_AUX_INPUT_ENABLE","/Device/Audio/Presets/Live/SourceSelection/BackupStrategy/BackupStrategy-0/AuxInput/Value",0,0,40,"boolValue"
"LATENCY_COMPENSATION","/Device/Audio/Presets/Live/Generals/LatencyCompensation/Type",0,0,10,"stringValue"
"MATRIX_INPUT_MUTE","/Device/Audio/Presets/Live/InputMatrix/InMute-0/Value",0,0,40,"boolValue"
"MATRIX_INPUT_MUTE","/Device/Audio/Presets/Live/InputMatrix/InMute-1/Value",1,0,40,"boolValue"
"MATRIX_INPUT_MUTE","/Device/Audio/Presets/Live/InputMatrix/InMute-2/Value",2,0,40,"boolValue"
"MATRIX_INPUT_MUTE","/Device/Audio/Presets/Live/InputMatrix/InMute-3/Value",3,0,40,"boolValue"
"MATRIX_INPUT_MUTE","/Device/Audio/Presets/Live/InputMatrix/InMute-4/Value",4,0,40,"boolValue"
"MATRIX_INPUT_MUTE","/Device/Audio/Presets/Live/InputMatrix/InMute-5/Value",5,0,40,"boolValue"
"MATRIX_INPUT_MUTE","/Device/Audio/Presets/Live/InputMatrix/InMute-6/Value",6,0,40,"boolValue"
"MATRIX_INPUT_MUTE","/Device/Audio/Presets/Live/InputMatrix/InMute-7/Value",7,0,40,"boolValue"
"MATRIX_INPUT_GAIN","/Device/Audio/Presets/Live/InputMatrix/InGain-0/Value",0,0,20,"floatValue"
"MATRIX_INPUT_GAIN","/Device/Audio/Presets/Live/InputMatrix/InGain-1/Value",1,0,20,"floatValue"
"MATRIX_INPUT_GAIN","/Device/Audio/Presets/Live/InputMatrix/InGain-2/Value",2,0,20,"floatValue"
"MATRIX_INPUT_GAIN","/Device/Audio/Presets/Live/InputMatrix/InGain-3/Value",3,0,20,"floatValue"
"MATRIX_INPUT_GAIN","/Device/Audio/Presets/Live/InputMatrix/InGain-4/Value",4,0,20,"floatValue"
"MATRIX_INPUT_GAIN","/Device/Audio/Presets/Live/InputMatrix/InGain-5/Value",5,0,20,"floatValue"
"MATRIX_INPUT_GAIN","/Device/Audio/Presets/Live/InputMatrix/InGain-6/Value",6,0,20,"floatValue"
"MATRIX_INPUT_GAIN","/Device/Audio/Presets/Live/InputMatrix/InGain-7/Value",7,0,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-0/Gain-0/Value",0,0,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-0/Gain-1/Value",0,1,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-0/Gain-2/Value",0,2,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-0/Gain-3/Value",0,3,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-0/Gain-4/Value",0,4,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-0/Gain-5/Value",0,5,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-0/Gain-6/Value",0,6,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-0/Gain-7/Value",0,7,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-1/Gain-0/Value",1,0,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-1/Gain-1/Value",1,1,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-1/Gain-2/Value",1,2,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-1/Gain-3/Value",1,3,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-1/Gain-4/Value",1,4,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-1/Gain-5/Value",1,5,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-1/Gain-6/Value",1,6,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-1/Gain-7/Value",1,7,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-2/Gain-0/Value",2,0,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-2/Gain-1/Value",2,1,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-2/Gain-2/Value",2,2,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-2/Gain-3/Value",2,3,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-2/Gain-4/Value",2,4,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-2/Gain-5/Value",2,5,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-2/Gain-6/Value",2,6,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-2/Gain-7/Value",2,7,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-3/Gain-0/Value",3,0,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-3/Gain-1/Value",3,1,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-3/Gain-2/Value",3,2,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-3/Gain-3/Value",3,3,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-3/Gain-4/Value",3,4,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-3/Gain-5/Value",3,5,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-3/Gain-6/Value",3,6,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-3/Gain-7/Value",3,7,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-4/Gain-0/Value",4,0,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-4/Gain-1/Value",4,1,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-4/Gain-2/Value",4,2,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-4/Gain-3/Value",4,3,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-4/Gain-4/Value",4,4,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-4/Gain-5/Value",4,5,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-4/Gain-6/Value",4,6,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-4/Gain-7/Value",4,7,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-5/Gain-0/Value",5,0,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-5/Gain-1/Value",5,1,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-5/Gain-2/Value",5,2,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-5/Gain-3/Value",5,3,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-5/Gain-4/Value",5,4,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-5/Gain-5/Value",5,5,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-5/Gain-6/Value",5,6,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-5/Gain-7/Value",5,7,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-6/Gain-0/Value",6,0,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-6/Gain-1/Value",6,1,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-6/Gain-2/Value",6,2,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-6/Gain-3/Value",6,3,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-6/Gain-4/Value",6,4,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-6/Gain-5/Value",6,5,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-6/Gain-6/Value",6,6,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-6/Gain-7/Value",6,7,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-7/Gain-0/Value",7,0,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-7/Gain-1/Value",7,1,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-7/Gain-2/Value",7,2,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-7/Gain-3/Value",7,3,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-7/Gain-4/Value",7,4,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-7/Gain-5/Value",7,5,20,"floatValue"
"MATRIX_GAIN","/Device/Audio/Presets/Live/InputMatrix/Channels/Channel-7/Gain-6/Value",7,6,20,"floatValue"
